team,seasonStartYear,gameNumber,outcome,winOdds,loseOdds
"Detroit Pistons",2016,63,1,-250,+204
"Chicago Bulls",2016,63,0,+204,-250
"Cleveland Cavaliers",2016,62,0,-556,+421
"Miami Heat",2016,64,1,+421,-556
"Orlando Magic",2016,64,0,-161,+138
"New York Knicks",2016,64,1,+138,-161
"Philadelphia 76ers",2016,63,0,+186,-222
"Milwaukee Bucks",2016,62,1,-222,+186
"Los Angeles Lakers",2016,63,0,+204,-244
"New Orleans Pelicans",2016,63,1,-244,+204
"Dallas Mavericks",2016,62,1,-115,-104
"Oklahoma City Thunder",2016,63,0,-104,-115
"Sacramento Kings",2016,62,0,+415,-556
"Utah Jazz",2016,63,1,-556,+415
"Phoenix Suns",2016,63,1,+168,-200
"Boston Celtics",2016,63,0,-200,+168
"Washington Wizards",2016,61,1,-833,+604
"Orlando Magic",2016,63,0,+604,-833
"New York Knicks",2016,63,0,+483,-667
"Golden State Warriors",2016,62,1,-667,+483
"Atlanta Hawks",2016,62,0,-152,+129
"Indiana Pacers",2016,62,1,+129,-152
"Portland Trail Blazers",2016,61,1,-714,+501
"Brooklyn Nets",2016,61,0,+501,-714
"Denver Nuggets",2016,62,0,-227,+188
"Charlotte Hornets",2016,62,1,+188,-227
"Houston Rockets",2016,63,1,-417,+318
"Memphis Grizzlies",2016,63,0,+318,-417
"San Antonio Spurs",2016,61,1,-345,+273
"Minnesota Timberwolves",2016,62,0,+273,-345
"Chicago Bulls",2016,62,0,+129,-152
"Los Angeles Clippers",2016,62,1,-152,+129
"Miami Heat",2016,63,1,-278,+104
"Cleveland Cavaliers",2016,61,0,+104,-278
"Milwaukee Bucks",2016,61,1,-114,-105
"Toronto Raptors",2016,63,0,-105,-114
"Philadelphia 76ers",2016,62,0,+192,-233
"Detroit Pistons",2016,62,1,-233,+192
"Los Angeles Lakers",2016,62,0,+254,-312
"Boston Celtics",2016,62,1,-312,+254
"New Orleans Pelicans",2016,62,0,+212,-256
"San Antonio Spurs",2016,60,1,-256,+212
"Phoenix Suns",2016,62,1,+173,-208
"Oklahoma City Thunder",2016,62,0,-208,+173
"Utah Jazz",2016,62,1,-1250,+785
"Brooklyn Nets",2016,60,0,+785,-1250
"Dallas Mavericks",2016,61,1,+124,-147
"Memphis Grizzlies",2016,62,0,-147,+124
"Milwaukee Bucks",2016,60,1,+185,-227
"Los Angeles Clippers",2016,61,0,-227,+185
"Atlanta Hawks",2016,61,0,+124,-147
"Cleveland Cavaliers",2016,60,1,-147,+124
"Orlando Magic",2016,62,1,+168,-200
"Miami Heat",2016,62,0,-200,+168
"Philadelphia 76ers",2016,61,1,+108,-127
"New York Knicks",2016,62,0,-127,+108
"Washington Wizards",2016,60,0,-213,+175
"Toronto Raptors",2016,62,1,+175,-213
"Portland Trail Blazers",2016,60,1,-106,-111
"Oklahoma City Thunder",2016,61,0,-111,-106
"Phoenix Suns",2016,61,1,+141,-167
"Charlotte Hornets",2016,61,0,-167,+141
"Chicago Bulls",2016,61,1,+270,-333
"Golden State Warriors",2016,61,0,-333,+270
"Los Angeles Clippers",2016,60,0,-141,+120
"Houston Rockets",2016,62,1,+120,-141
"Sacramento Kings",2016,61,0,-139,+119
"Brooklyn Nets",2016,59,1,+119,-139
"Utah Jazz",2016,61,0,-278,+229
"Minnesota Timberwolves",2016,61,1,+229,-278
"San Antonio Spurs",2016,59,1,-588,+426
"Indiana Pacers",2016,61,0,+426,-588
"Boston Celtics",2016,61,1,-118,+100
"Cleveland Cavaliers",2016,59,0,+100,-118
"Milwaukee Bucks",2016,59,0,-182,+154
"Denver Nuggets",2016,61,1,+154,-182
"New Orleans Pelicans",2016,61,1,-147,+124
"Detroit Pistons",2016,61,0,+124,-147
"Atlanta Hawks",2016,60,1,-250,+208
"Dallas Mavericks",2016,60,0,+208,-250
"Miami Heat",2016,61,1,-500,+382
"Philadelphia 76ers",2016,60,0,+382,-500
"Toronto Raptors",2016,61,0,-189,+160
"Washington Wizards",2016,59,1,+160,-189
"Orlando Magic",2016,61,0,-132,+110
"New York Knicks",2016,61,1,+110,-132
"Los Angeles Lakers",2016,61,0,+163,-192
"Charlotte Hornets",2016,60,1,-192,+163
"Chicago Bulls",2016,60,0,-141,+120
"Denver Nuggets",2016,60,1,+120,-141
"Memphis Grizzlies",2016,61,1,-455,+346
"Phoenix Suns",2016,60,0,+346,-455
"Oklahoma City Thunder",2016,60,1,+108,-128
"Utah Jazz",2016,60,0,-128,+108
"Detroit Pistons",2016,60,1,-172,+148
"Portland Trail Blazers",2016,59,0,+148,-172
"Washington Wizards",2016,58,1,+250,-312
"Golden State Warriors",2016,60,0,-312,+250
"Sacramento Kings",2016,60,0,+154,-182
"Minnesota Timberwolves",2016,60,1,-182,+154
"Houston Rockets",2016,61,0,-526,+393
"Indiana Pacers",2016,60,1,+393,-526
"Dallas Mavericks",2016,59,1,-104,-115
"Miami Heat",2016,60,0,-115,-104
"Boston Celtics",2016,60,0,-185,+156
"Atlanta Hawks",2016,59,1,+156,-185
"Cleveland Cavaliers",2016,58,1,-556,+401
"Milwaukee Bucks",2016,58,0,+401,-556
"New York Knicks",2016,60,0,+137,-161
"Toronto Raptors",2016,60,1,-161,+137
"Philadelphia 76ers",2016,59,0,+977,-1667
"Golden State Warriors",2016,59,1,-1667,+977
"Los Angeles Clippers",2016,59,1,-667,+476
"Charlotte Hornets",2016,59,0,+476,-667
"Oklahoma City Thunder",2016,59,1,-244,+204
"New Orleans Pelicans",2016,60,0,+204,-244
"Detroit Pistons",2016,59,0,+112,-133
"Boston Celtics",2016,59,1,-133,+112
"Toronto Raptors",2016,59,1,-217,+181
"Portland Trail Blazers",2016,58,0,+181,-217
"Denver Nuggets",2016,59,0,-128,+108
"Memphis Grizzlies",2016,60,1,+108,-128
"Washington Wizards",2016,57,0,-133,+112
"Utah Jazz",2016,59,1,+112,-133
"Los Angeles Lakers",2016,60,0,+604,-909
"San Antonio Spurs",2016,58,1,-909,+604
"Milwaukee Bucks",2016,57,1,-244,+200
"Phoenix Suns",2016,59,0,+200,-244
"Golden State Warriors",2016,58,1,-10000,+2056
"Brooklyn Nets",2016,58,0,+2056,-10000
"Houston Rockets",2016,60,1,-909,+635
"Minnesota Timberwolves",2016,59,0,+635,-909
"Cleveland Cavaliers",2016,57,0,-256,+213
"Chicago Bulls",2016,59,1,+213,-256
"Dallas Mavericks",2016,58,1,+114,-135
"New Orleans Pelicans",2016,59,0,-135,+114
"Miami Heat",2016,59,1,-192,+161
"Indiana Pacers",2016,59,0,+161,-192
"New York Knicks",2016,59,1,-270,+222
"Philadelphia 76ers",2016,58,0,+222,-270
"Orlando Magic",2016,60,1,+141,-167
"Atlanta Hawks",2016,58,0,-167,+141
"Sacramento Kings",2016,59,0,+150,-175
"Charlotte Hornets",2016,58,1,-175,+150
"Los Angeles Clippers",2016,58,0,+121,-143
"San Antonio Spurs",2016,57,1,-143,+121
"Denver Nuggets",2016,58,1,-526,+404
"Brooklyn Nets",2016,57,0,+404,-526
"Chicago Bulls",2016,58,1,-238,+199
"Phoenix Suns",2016,58,0,+199,-238
"Milwaukee Bucks",2016,56,0,+136,-159
"Utah Jazz",2016,58,1,-159,+136
"Minnesota Timberwolves",2016,58,1,-161,+140
"Dallas Mavericks",2016,57,0,+140,-161
"Toronto Raptors",2016,58,1,-125,+106
"Boston Celtics",2016,58,0,+106,-125
"Atlanta Hawks",2016,57,0,-143,+121
"Miami Heat",2016,58,1,+121,-143
"Oklahoma City Thunder",2016,58,1,-625,+461
"Los Angeles Lakers",2016,59,0,+461,-625
"Indiana Pacers",2016,58,1,-108,-111
"Memphis Grizzlies",2016,59,0,-111,-108
"Philadelphia 76ers",2016,57,1,+320,-417
"Washington Wizards",2016,56,0,-417,+320
"Golden State Warriors",2016,57,1,-1111,+721
"Los Angeles Clippers",2016,57,0,+721,-1111
"Sacramento Kings",2016,58,1,+214,-256
"Denver Nuggets",2016,57,0,-256,+214
"Cleveland Cavaliers",2016,56,1,-625,+468
"New York Knicks",2016,58,0,+468,-625
"New Orleans Pelicans",2016,58,0,+142,-167
"Houston Rockets",2016,59,1,-167,+142
"Detroit Pistons",2016,58,1,-204,+169
"Charlotte Hornets",2016,57,0,+169,-204
"Orlando Magic",2016,59,0,+129,-152
"Portland Trail Blazers",2016,57,1,-152,+129
"Chicago Bulls",2016,57,1,-104,-114
"Boston Celtics",2016,57,0,-114,-104
"Indiana Pacers",2016,57,0,+119,-141
"Washington Wizards",2016,55,1,-141,+119
"Golden State Warriors",2016,56,1,-5000,+1591
"Sacramento Kings",2016,57,0,+1591,-5000
"Los Angeles Clippers",2016,56,1,-161,+137
"Atlanta Hawks",2016,56,0,+137,-161
"Oklahoma City Thunder",2016,57,1,-294,+243
"New York Knicks",2016,57,0,+243,-294
"Denver Nuggets",2016,56,0,-244,+208
"Minnesota Timberwolves",2016,57,1,+208,-244
"Phoenix Suns",2016,57,1,-185,+156
"Los Angeles Lakers",2016,58,0,+156,-185
"Utah Jazz",2016,57,1,-400,+319
"Portland Trail Blazers",2016,56,0,+319,-400
"Houston Rockets",2016,58,0,-556,+419
"Miami Heat",2016,57,1,+419,-556
"Memphis Grizzlies",2016,58,0,-357,+282
"New Orleans Pelicans",2016,57,1,+282,-357
"Boston Celtics",2016,56,1,-556,+419
"Philadelphia 76ers",2016,56,0,+419,-556
"Brooklyn Nets",2016,56,0,+173,-204
"Milwaukee Bucks",2016,55,1,-204,+173
"Detroit Pistons",2016,57,1,-185,+154
"Dallas Mavericks",2016,56,0,+154,-185
"Toronto Raptors",2016,57,1,-256,+211
"Charlotte Hornets",2016,56,0,+211,-256
"Cleveland Cavaliers",2016,55,1,-250,+206
"Indiana Pacers",2016,56,0,+206,-250
"Orlando Magic",2016,58,0,+448,-625
"San Antonio Spurs",2016,56,1,-625,+448
"Los Angeles Lakers",2016,57,0,-141,+120
"Sacramento Kings",2016,56,1,+120,-141
"Chicago Bulls",2016,56,1,+154,-182
"Toronto Raptors",2016,56,0,-182,+154
"Minnesota Timberwolves",2016,56,0,+149,-175
"Cleveland Cavaliers",2016,54,1,-175,+149
"Portland Trail Blazers",2016,55,0,-132,+112
"Atlanta Hawks",2016,55,1,+112,-132
"Denver Nuggets",2016,55,1,+612,-909
"Golden State Warriors",2016,55,0,-909,+612
"Phoenix Suns",2016,56,0,-164,+139
"New Orleans Pelicans",2016,56,1,+139,-164
"Utah Jazz",2016,56,0,-400,+312
"Los Angeles Clippers",2016,55,1,+312,-400
"Dallas Mavericks",2016,55,0,+106,-125
"Boston Celtics",2016,55,1,-125,+106
"Milwaukee Bucks",2016,54,1,-147,+125
"Detroit Pistons",2016,56,0,+125,-147
"Washington Wizards",2016,54,1,-238,+195
"Oklahoma City Thunder",2016,56,0,+195,-238
"Brooklyn Nets",2016,55,0,+315,-400
"Memphis Grizzlies",2016,57,1,-400,+315
"Miami Heat",2016,56,0,-333,+266
"Orlando Magic",2016,57,1,+266,-333
"Charlotte Hornets",2016,55,0,-345,+279
"Philadelphia 76ers",2016,55,1,+279,-345
"Indiana Pacers",2016,55,0,+168,-200
"San Antonio Spurs",2016,55,1,-200,+168
"Sacramento Kings",2016,55,1,-169,+145
"New Orleans Pelicans",2016,55,0,+145,-169
"Toronto Raptors",2016,55,0,-270,+223
"Detroit Pistons",2016,55,1,+223,-270
"Minnesota Timberwolves",2016,55,1,-270,+227
"Chicago Bulls",2016,55,0,+227,-270
"New York Knicks",2016,56,1,+351,-455
"San Antonio Spurs",2016,54,0,-455,+351
"Utah Jazz",2016,55,0,-263,+219
"Boston Celtics",2016,54,1,+219,-263
"Dallas Mavericks",2016,54,1,-263,+219
"Orlando Magic",2016,56,0,+219,-263
"Houston Rockets",2016,57,1,-2000,+1168
"Phoenix Suns",2016,55,0,+1168,-2000
"Oklahoma City Thunder",2016,55,0,+283,-357
"Golden State Warriors",2016,54,1,-357,+283
"Cleveland Cavaliers",2016,53,1,-833,+588
"Denver Nuggets",2016,54,0,+588,-833
"Philadelphia 76ers",2016,54,1,+127,-149
"Miami Heat",2016,55,0,-149,+127
"Indiana Pacers",2016,54,0,-263,+218
"Milwaukee Bucks",2016,53,1,+218,-263
"Charlotte Hornets",2016,54,0,-143,+122
"Los Angeles Clippers",2016,54,1,+122,-143
"Phoenix Suns",2016,54,1,+135,-159
"Chicago Bulls",2016,54,0,-159,+135
"Sacramento Kings",2016,54,1,+108,-127
"Atlanta Hawks",2016,54,0,-127,+108
"Memphis Grizzlies",2016,56,0,+283,-357
"Golden State Warriors",2016,53,1,-357,+283
"Milwaukee Bucks",2016,52,0,-233,+194
"Los Angeles Lakers",2016,56,1,+194,-233
"Minnesota Timberwolves",2016,54,0,-196,+165
"New Orleans Pelicans",2016,54,1,+165,-196
"Washington Wizards",2016,53,1,-238,+197
"Indiana Pacers",2016,53,0,+197,-238
"Brooklyn Nets",2016,54,0,+189,-227
"Miami Heat",2016,54,1,-227,+189
"Detroit Pistons",2016,54,0,+167,-200
"San Antonio Spurs",2016,53,1,-200,+167
"New York Knicks",2016,55,0,-132,+110
"Denver Nuggets",2016,53,1,+110,-132
"Portland Trail Blazers",2016,54,0,-156,+131
"Boston Celtics",2016,53,1,+131,-156
"Dallas Mavericks",2016,53,1,+112,-132
"Utah Jazz",2016,54,0,-132,+112
"Oklahoma City Thunder",2016,54,1,-500,+428
"Cleveland Cavaliers",2016,52,0,+428,-500
"Charlotte Hornets",2016,53,0,+118,-139
"Houston Rockets",2016,56,1,-139,+118
"Orlando Magic",2016,55,0,-250,+209
"Philadelphia 76ers",2016,53,1,+209,-250
"Golden State Warriors",2016,52,1,-3333,+1525
"Chicago Bulls",2016,53,0,+1525,-3333
"Sacramento Kings",2016,53,1,+325,-417
"Boston Celtics",2016,52,0,-417,+325
"Memphis Grizzlies",2016,55,1,-345,+276
"Phoenix Suns",2016,53,0,+276,-345
"Milwaukee Bucks",2016,51,0,-175,+150
"Miami Heat",2016,53,1,+150,-175
"Minnesota Timberwolves",2016,53,1,+136,-159
"Toronto Raptors",2016,54,0,-159,+136
"New Orleans Pelicans",2016,53,0,+143,-169
"Utah Jazz",2016,53,1,-169,+143
"New York Knicks",2016,54,0,-103,-115
"Los Angeles Clippers",2016,53,1,-115,-103
"Atlanta Hawks",2016,53,1,-169,+144
"Denver Nuggets",2016,52,0,+144,-169
"Brooklyn Nets",2016,53,0,+391,-500
"Washington Wizards",2016,52,1,-500,+391
"Detroit Pistons",2016,53,1,-286,+231
"Los Angeles Lakers",2016,55,0,+231,-286
"Indiana Pacers",2016,52,0,+139,-164
"Cleveland Cavaliers",2016,51,1,-164,+139
"Philadelphia 76ers",2016,52,0,+574,-833
"San Antonio Spurs",2016,52,1,-833,+574
"Dallas Mavericks",2016,52,0,+118,-139
"Portland Trail Blazers",2016,53,1,-139,+118
"Houston Rockets",2016,55,1,-769,+542
"Orlando Magic",2016,54,0,+542,-769
"Charlotte Hornets",2016,52,1,-588,+429
"Brooklyn Nets",2016,52,0,+429,-588
"Sacramento Kings",2016,52,0,-175,+148
"Chicago Bulls",2016,52,1,+148,-175
"Memphis Grizzlies",2016,54,1,-111,-108
"San Antonio Spurs",2016,51,0,-108,-111
"Denver Nuggets",2016,51,1,-154,+129
"Dallas Mavericks",2016,51,0,+129,-154
"Minnesota Timberwolves",2016,52,0,-116,-102
"Miami Heat",2016,52,1,-102,-116
"New Orleans Pelicans",2016,52,1,-238,+195
"Phoenix Suns",2016,52,0,+195,-238
"Atlanta Hawks",2016,52,0,-114,-104
"Utah Jazz",2016,52,1,-104,-114
"Detroit Pistons",2016,52,1,-435,+340
"Philadelphia 76ers",2016,51,0,+340,-435
"Toronto Raptors",2016,53,1,-256,+212
"Los Angeles Clippers",2016,52,0,+212,-256
"Indiana Pacers",2016,51,1,-189,+160
"Oklahoma City Thunder",2016,53,0,+160,-189
"New York Knicks",2016,53,0,-208,+173
"Los Angeles Lakers",2016,54,1,+173,-208
"Washington Wizards",2016,51,0,+100,-119
"Cleveland Cavaliers",2016,50,1,-119,+100
"Oklahoma City Thunder",2016,52,1,-204,+171
"Portland Trail Blazers",2016,52,0,+171,-204
"Boston Celtics",2016,51,1,-222,+186
"Los Angeles Clippers",2016,51,0,+186,-222
"Brooklyn Nets",2016,51,0,+234,-278
"Toronto Raptors",2016,52,1,-278,+234
"Sacramento Kings",2016,51,1,+977,-1667
"Golden State Warriors",2016,51,0,-1667,+977
"Phoenix Suns",2016,51,0,+102,-120
"Milwaukee Bucks",2016,50,1,-120,+102
"San Antonio Spurs",2016,50,1,-1111,+718
"Denver Nuggets",2016,50,0,+718,-1111
"Minnesota Timberwolves",2016,51,0,-172,+148
"Memphis Grizzlies",2016,53,1,+148,-172
"Utah Jazz",2016,51,1,-333,+272
"Charlotte Hornets",2016,51,0,+272,-333
"New York Knicks",2016,52,0,+158,-185
"Cleveland Cavaliers",2016,49,1,-185,+158
"Miami Heat",2016,51,1,-476,+366
"Philadelphia 76ers",2016,50,0,+366,-476
"Atlanta Hawks",2016,51,1,-323,+266
"Orlando Magic",2016,53,0,+266,-323
"Indiana Pacers",2016,50,1,-149,+127
"Detroit Pistons",2016,51,0,+127,-149
"Washington Wizards",2016,50,1,-278,+225
"New Orleans Pelicans",2016,51,0,+225,-278
"Portland Trail Blazers",2016,51,0,-256,+213
"Dallas Mavericks",2016,50,1,+213,-256
"Sacramento Kings",2016,50,0,-182,+154
"Phoenix Suns",2016,50,1,+154,-182
"Denver Nuggets",2016,49,1,-156,+134
"Milwaukee Bucks",2016,49,0,+134,-156
"Boston Celtics",2016,50,1,-714,+504
"Los Angeles Lakers",2016,53,0,+504,-714
"Houston Rockets",2016,54,1,-556,+409
"Chicago Bulls",2016,51,0,+409,-556
"Oklahoma City Thunder",2016,51,1,-104,-115
"Memphis Grizzlies",2016,52,0,-115,-104
"Brooklyn Nets",2016,50,0,+212,-250
"Indiana Pacers",2016,49,1,-250,+212
"Detroit Pistons",2016,50,1,-182,+154
"Minnesota Timberwolves",2016,50,0,+154,-182
"Orlando Magic",2016,52,1,+175,-213
"Toronto Raptors",2016,51,0,-213,+175
"Los Angeles Clippers",2016,50,0,+275,-345
"Golden State Warriors",2016,50,1,-345,+275
"San Antonio Spurs",2016,49,1,-3333,+1401
"Philadelphia 76ers",2016,49,0,+1401,-3333
"Houston Rockets",2016,53,0,-526,+400
"Atlanta Hawks",2016,50,1,+400,-526
"Washington Wizards",2016,49,1,-667,+451
"Los Angeles Lakers",2016,52,0,+451,-667
"Golden State Warriors",2016,49,1,-2000,+1108
"Charlotte Hornets",2016,50,0,+1108,-2000
"Oklahoma City Thunder",2016,50,0,-149,+125
"Chicago Bulls",2016,50,1,+125,-149
"Denver Nuggets",2016,48,0,+150,-175
"Memphis Grizzlies",2016,51,1,-175,+150
"Phoenix Suns",2016,49,0,+123,-145
"Los Angeles Clippers",2016,49,1,-145,+123
"Utah Jazz",2016,50,1,-345,+280
"Milwaukee Bucks",2016,48,0,+280,-345
"Dallas Mavericks",2016,49,1,-333,+267
"Philadelphia 76ers",2016,48,0,+267,-333
"Boston Celtics",2016,49,1,-270,+221
"Toronto Raptors",2016,50,0,+221,-270
"Brooklyn Nets",2016,49,0,+121,-143
"New York Knicks",2016,51,1,-143,+121
"Detroit Pistons",2016,49,1,-312,+252
"New Orleans Pelicans",2016,50,0,+252,-312
"Miami Heat",2016,50,1,-122,+104
"Atlanta Hawks",2016,49,0,+104,-122
"Cleveland Cavaliers",2016,48,1,-294,+239
"Minnesota Timberwolves",2016,49,0,+239,-294
"Orlando Magic",2016,51,0,+120,-141
"Indiana Pacers",2016,48,1,-141,+120
"Los Angeles Lakers",2016,51,1,-105,-112
"Denver Nuggets",2016,47,0,-112,-105
"Portland Trail Blazers",2016,50,1,-169,+143
"Charlotte Hornets",2016,49,0,+143,-169
"San Antonio Spurs",2016,48,1,-500,+371
"Oklahoma City Thunder",2016,49,0,+371,-500
"Houston Rockets",2016,52,1,-909,+601
"Sacramento Kings",2016,49,0,+601,-909
"Toronto Raptors",2016,49,1,-323,+260
"New Orleans Pelicans",2016,49,0,+260,-323
"Washington Wizards",2016,48,1,-370,+288
"New York Knicks",2016,50,0,+288,-370
"Phoenix Suns",2016,48,0,+142,-167
"Memphis Grizzlies",2016,50,1,-167,+142
"Dallas Mavericks",2016,48,1,+156,-185
"Cleveland Cavaliers",2016,47,0,-185,+156
"Boston Celtics",2016,48,1,-227,+187
"Detroit Pistons",2016,48,0,+187,-227
"Minnesota Timberwolves",2016,48,1,-385,+297
"Orlando Magic",2016,50,0,+297,-385
"Miami Heat",2016,49,1,-370,+296
"Brooklyn Nets",2016,48,0,+296,-370
"Philadelphia 76ers",2016,47,1,+127,-152
"Sacramento Kings",2016,48,0,-152,+127
"Portland Trail Blazers",2016,49,0,+208,-250
"Golden State Warriors",2016,48,1,-250,+208
"Chicago Bulls",2016,49,1,-294,+239
"Philadelphia 76ers",2016,46,0,+239,-294
"San Antonio Spurs",2016,47,0,-1111,+707
"Dallas Mavericks",2016,47,1,+707,-1111
"Indiana Pacers",2016,47,1,+137,-161
"Houston Rockets",2016,51,0,-161,+137
"New Orleans Pelicans",2016,48,0,-109,-110
"Washington Wizards",2016,47,1,-110,-109
"Toronto Raptors",2016,48,0,-667,+488
"Orlando Magic",2016,49,1,+488,-667
"Cleveland Cavaliers",2016,46,1,-357,+281
"Oklahoma City Thunder",2016,48,0,+281,-357
"Atlanta Hawks",2016,48,1,-256,+211
"New York Knicks",2016,49,0,+211,-256
"Minnesota Timberwolves",2016,47,1,-714,+517
"Brooklyn Nets",2016,47,0,+517,-714
"Phoenix Suns",2016,47,0,-156,+135
"Denver Nuggets",2016,46,1,+135,-156
"Utah Jazz",2016,49,0,-357,+283
"Memphis Grizzlies",2016,49,1,+283,-357
"Golden State Warriors",2016,47,1,-1250,+763
"Los Angeles Clippers",2016,48,0,+763,-1250
"Milwaukee Bucks",2016,47,0,-141,+119
"Boston Celtics",2016,47,1,+119,-141
"Miami Heat",2016,48,1,+136,-161
"Detroit Pistons",2016,47,0,-161,+136
"Charlotte Hornets",2016,48,0,-303,+249
"Sacramento Kings",2016,47,1,+249,-303
"Portland Trail Blazers",2016,48,1,-116,-102
"Memphis Grizzlies",2016,48,0,-102,-116
"Atlanta Hawks",2016,47,0,-154,+131
"Washington Wizards",2016,46,1,+131,-154
"Chicago Bulls",2016,48,0,-312,+254
"Miami Heat",2016,47,1,+254,-312
"New Orleans Pelicans",2016,47,1,+219,-263
"San Antonio Spurs",2016,46,0,-263,+219
"Philadelphia 76ers",2016,45,0,+234,-286
"Houston Rockets",2016,50,1,-286,+234
"Boston Celtics",2016,46,1,-323,+260
"Orlando Magic",2016,48,0,+260,-323
"Cleveland Cavaliers",2016,45,1,-5000,+1630
"Brooklyn Nets",2016,46,0,+1630,-5000
"New York Knicks",2016,48,1,-103,-116
"Charlotte Hornets",2016,47,0,-116,-103
"Toronto Raptors",2016,47,1,-250,+204
"Milwaukee Bucks",2016,46,0,+204,-250
"Indiana Pacers",2016,46,1,-182,+152
"Sacramento Kings",2016,46,0,+152,-182
"Utah Jazz",2016,48,1,-1250,+783
"Los Angeles Lakers",2016,50,0,+783,-1250
"Denver Nuggets",2016,45,1,-256,+215
"Phoenix Suns",2016,46,0,+215,-256
"Minnesota Timberwolves",2016,46,0,-149,+127
"Indiana Pacers",2016,45,1,+127,-149
"Oklahoma City Thunder",2016,47,1,-476,+367
"Dallas Mavericks",2016,46,0,+367,-476
"Portland Trail Blazers",2016,47,1,-400,+307
"Los Angeles Lakers",2016,49,0,+307,-400
"Dallas Mavericks",2016,45,1,-152,+129
"New York Knicks",2016,47,0,+129,-152
"Charlotte Hornets",2016,46,0,+416,-556
"Golden State Warriors",2016,46,1,-556,+416
"Chicago Bulls",2016,47,0,+104,-123
"Atlanta Hawks",2016,46,1,-123,+104
"Memphis Grizzlies",2016,47,1,-204,+170
"Toronto Raptors",2016,46,0,+170,-204
"Milwaukee Bucks",2016,45,0,-769,+536
"Philadelphia 76ers",2016,44,1,+536,-769
"New Orleans Pelicans",2016,46,0,+102,-122
"Oklahoma City Thunder",2016,46,1,-122,+102
"Boston Celtics",2016,45,1,+149,-175
"Houston Rockets",2016,49,0,-175,+149
"Brooklyn Nets",2016,45,0,+120,-141
"Miami Heat",2016,46,1,-141,+120
"Cleveland Cavaliers",2016,44,0,-833,+565
"Sacramento Kings",2016,45,1,+565,-833
"Denver Nuggets",2016,44,1,-132,+110
"Utah Jazz",2016,47,0,+110,-132
"Phoenix Suns",2016,45,0,+102,-122
"Minnesota Timberwolves",2016,45,1,-122,+102
"Orlando Magic",2016,47,0,+131,-156
"Chicago Bulls",2016,46,1,-156,+131
"Philadelphia 76ers",2016,43,1,+162,-192
"Los Angeles Clippers",2016,47,0,-192,+162
"Toronto Raptors",2016,45,0,-130,+112
"San Antonio Spurs",2016,45,1,+112,-130
"Washington Wizards",2016,45,1,-103,-115
"Boston Celtics",2016,44,0,-115,-103
"Utah Jazz",2016,46,0,-196,+166
"Oklahoma City Thunder",2016,45,1,+166,-196
"Indiana Pacers",2016,44,0,-233,+192
